r,rho_target,P_target,cs_target
0.0001,0.34641206002813124,0.0034189734102469923,0.5440353533668455
0.000797074178646372,0.34641150757693173,0.003418820642758692,0.5440339351399922
0.001494148357292744,0.3464100570198114,0.003418419526886424,0.544030211318389
0.002191222535939116,0.3464077225122664,0.0034177739819112153,0.5440242181902567
0.002888296714585488,0.34640450454463917,0.003416884151313275,0.5440159569322586
0.0035853708932318596,0.34640040322678284,0.0034157500763409687,0.544005427713213
0.004282445071878233,0.3463954185958561,0.00341437178112441,0.5439926304842414
0.0049795192505246045,0.3463895506685428,0.0034127492871155432,0.5439775651128128
0.005676593429170976,0.34638279945434913,0.003410882616765144,0.5439602314168701
0.006373667607817348,0.3463751649574328,0.0034087717940287747,0.543940629169511
0.00707074178646372,0.3463666471812249,0.003406416845644701,0.5439187581108383
0.0077678159651100925,0.34635724612828894,0.0034038178010949733,0.5438946179475808
0.008464890143756464,0.34634696180022845,0.0034009746925798183,0.5438682083528348
0.009161964322402835,0.34633579419768656,0.003397887555017659,0.543839528966043
0.009859038501049208,0.3463237433196594,0.0033945564258553483,0.5438085793912055
0.010556112679695579,0.34631080916186724,0.003390981344618043,0.5437753591926685
0.011253186858341951,0.34629699172754624,0.0033871623558921807,0.5437398679228149
0.011950261036988324,0.34628229102063984,0.0033830995074431956,0.5437021051045507
0.012647335215634695,0.3462667070442937,0.003378792849799444,0.5436620702274068
0.013344409394281068,0.3462502398008562,0.0033742424362524347,0.543619762747506
0.014041483572927439,0.3462328892918779,0.003369448322856671,0.5435751820875251
0.014738557751573811,0.34621465551811215,0.0033644105684299684,0.543528327636658
0.015435631930220184,0.34619553847951445,0.0033591292345532837,0.5434791987505719
0.016132706108866555,0.34617553817524294,0.003353604385571015,0.5434277947513664
0.01682978028751293,0.34615465460365813,0.0033478360885909222,0.5433741149275256
0.0175268544661593,0.3461328877623229,0.003341824413484392,0.5433181585338723
0.01822392864480567,0.3461102376480029,0.0033355694328865513,0.5432599247915166
0.018921002823452042,0.3460867042566968,0.00332907122220484,0.5431994128878833
0.019618077002098416,0.346062287588785,0.003322329861040625,0.5431366219898978
0.020315151180744787,0.3460369876486448,0.0033153454330822935,0.5430715512429478
0.021012225359391158,0.34601080443898496,0.0033081180245407567,0.5430041997562594
0.021709299538037533,0.3459837379620323,0.0033006477244773257,0.5429345666058876
0.022406373716683903,0.3459557882195318,0.0032929346248037044,0.5428626508346556
0.023103447895330274,0.3459269552127467,0.003284978820282016,0.5427884514520882
0.02380052207397665,0.3458972389424582,0.0032767804085249287,0.5427119674343475
0.02449759625262302,0.3458666394089659,0.003268339489995723,0.542633197724162
0.02519467043126939,0.3458351566120874,0.0032596561680084337,0.5425521412307569
0.025891744609915765,0.3458027905511585,0.003250730548727763,0.5424687968297787
0.026588818788562136,0.3457695412250332,0.0032415627411694343,0.5423831633632215
0.027285892967208507,0.3457354086320836,0.0032321528572001328,0.5422952396393473
0.027982967145854878,0.3457003927702,0.0032225010115376736,0.5422050244326059
0.028680041324501252,0.34566449363679086,0.0032126073217511055,0.5421125164835516
0.029377115503147623,0.34562771122878383,0.003202471908261197,0.5420177144987617
0.030074189681793994,0.34559004554419165,0.003192094894771899,0.5419206171547849
0.03077126386044037,0.3455514965848265,0.003181476409017719,0.5418212231050548
0.031468338039086746,0.34551206435274523,0.0031706165817839255,0.5417195309706416
0.032165412217733114,0.3454717488495445,0.003159515546712331,0.5416155393383403
0.03286248639637949,0.3454305500763606,0.0031481734403014058,0.5415092467605747
0.03355956057502586,0.34538846803386897,0.003136590401906199,0.541400651755297
0.03425663475367223,0.3453455027222851,0.0031247665737387416,0.5412897528058892
0.034953708932318604,0.3453016541413636,0.0031127021008678537,0.5411765483610563
0.03565078311096497,0.34525692229039895,0.0031003971312195456,0.5410610368347225
0.036347857289611346,0.345211307168225,0.003087851815576986,0.5409432166059208
0.03704493146825772,0.3451648087732152,0.003075066307580687,0.5408230860186827
0.03774200564690409,0.3451174271032826,0.0030620407637286778,0.5407006433819237
0.03843907982555046,0.34506916215587974,0.003048775343376663,0.5405758869693277
0.03913615400419684,0.3450200139279987,0.0030352702087381497,0.5404488150192269
0.039833228182843204,0.34496998241617116,0.0030215255248846606,0.5403194257344814
0.04053030236148958,0.34491906761646834,0.0030075414597458996,0.5401877172823543
0.04122737654013595,0.34486726952450103,0.0029933181841099816,0.5400536877943852
0.04192445071878232,0.3448145881354195,0.002978855871623529,0.5399173353662603
0.042621524897428695,0.3447610234443085,0.0029641546989003973,0.5397786580587037
0.04331859907607507,0.3447065754496087,0.002949214846460276,0.5396376539062044
0.04401567325472144,0.3446512441513043,0.002934036498230609,0.5394943209121993
0.04471274743336781,0.34459502954886906,0.002918619840982668,0.539348657043616
0.045409821612014185,0.34453793164124974,0.002902965064327418,0.5392006602306901
0.04610689579066055,0.3444799504268664,0.002887072360715618,0.5390503283668182
0.04680396996930693,0.344421085903612,0.0028709419254379226,0.538897659308409
0.0475010441479533,0.3443613380688528,0.0028545739566253722,0.5387426508747354
0.04819811832659967,0.344300706919428,0.002837968655249347,0.5385853008477769
0.04889519250524604,0.3442391924516501,0.0028211262251219916,0.5384256069720658
0.04959226668389242,0.3441767946613046,0.0028040468728963335,0.5382635669545254
0.050289340862538785,0.34411351354365005,0.0027867308080665783,0.5380991784643084
0.05098641504118516,0.3440493490934183,0.002769178242968454,0.5379324391326317
0.051683489219831534,0.3439843013048142,0.0027513893927793793,0.5377633465526066
0.0523805633984779,0.3439183701715157,0.0027333644755187037,0.5375918982790674
0.053077637577124276,0.34385155568667397,0.0027151037120481765,0.5374180918283977
0.05377471175577065,0.34378385784291315,0.0026966073260720662,0.5372419246783512
0.05447178593441702,0.3437152766323306,0.002677875544137544,0.5370633942678718
0.05516886011306339,0.3436458120464967,0.0026589085956350016,0.5368824979969086
0.05586593429170976,0.34357546407645506,0.0026397067127983554,0.5366992332262298
0.056563008470356134,0.34350423271272235,0.002620270130705398,0.536513597277231
0.05726008264900251,0.3434321179452621,0.002600599087270983,0.5363255874316741
0.057957156827648876,0.34335911976422284,0.0025806938234485817,0.5361352009334145
0.05865423100629525,0.3432852381635402,0.002560554584212079,0.5359424349976054
0.059351305184941625,0.343210473137465,0.0025401816176082006,0.535747286801453
0.06004837936358799,0.34313482467954753,0.0025195751744796937,0.5355497534813607
0.060745453542234366,0.3430582927826374,0.00249873550846577,0.5353498321327183
0.06144252772088074,0.34298087743888345,0.0024776628760025047,0.5351475198096888
0.06213960189952711,0.34290257863973395,0.002456357536323265,0.5349428135249898
0.06283667607817349,0.34282339637593656,0.002434819751459189,0.5347357102496735
0.06353375025681986,0.3427433306375382,0.002413049786239604,0.5345262069129004
0.06423082443546622,0.34266238141388516,0.002391047908292465,0.5343143004017123
0.0649278986141126,0.34258054869362314,0.0023688143880449147,0.5340999875607993
0.06562497279275897,0.3424978324646971,0.0023463494987236706,0.5338832651922644
0.06632204697140534,0.34241423271435145,0.002323653516355586,0.5336641300553833
0.06701912115005172,0.34232974942912975,0.0023007267197681595,0.533442578866362
0.06771619532869809,0.34224438259487516,0.002277569390590063,0.5332186082980891
0.06841326950734446,0.34215813219672997,0.002254181813251633,0.532992214979884
0.06911034368599082,0.34207099821913595,0.0022305642749854606,0.5327633954972429
0.0698074178646372,0.3419829806458342,0.0022067170658269693,0.5325321463915792
0.07050449204328357,0.3418940794598651,0.0021826404786149073,0.53229846415996
0.07120156622192994,0.34180429464356843,0.0021583348089919885,0.5320623452548394
0.07189864040057632,0.34171362617858325,0.002133800355405509,0.5318237860837878
0.07259571457922269,0.3416220740458481,0.002109037419107895,0.531582783009215
0.07329278875786906,0.3415296382256008,0.002084046304157376,0.5313393323480915
0.07398986293651544,0.3414363186973784,0.002058827317418519,0.5310934303716637
0.0746869371151618,0.34134211543972887,0.002033380768485074,0.5308450733044056
0.07538401129380817,0.3412470284307374,0.002007706969822841,0.5305942573251121
0.07608108547245455,0.3411510576529003,0.001981806238085269,0.5303409785794705
0.07677815965110092,0.34105420308843964,0.0019556788928473323,0.5300852331674185
0.07747523382974729,0.34095646471856184,0.0019293252564061135,0.529827017140883
0.07817230800839367,0.34085784252345763,0.0019027456537815191,0.5295663265034674
0.07886938218704004,0.3407583364823022,0.0018759404127172547,0.5293031572101351
0.0795664563656864,0.3406579465732552,0.0018489098636816988,0.5290375051668881
0.08026353054433279,0.3405566727734605,0.0018216543398686272,0.5287693662304382
0.08096060472297915,0.34045451505904656,0.0017941741771983633,0.5284987362078786
0.08165767890162552,0.340351473405126,0.0017664697143184788,0.5282256108563441
0.0823547530802719,0.34024754778579597,0.0017385412926048728,0.5279499858826715
0.08305182725891827,0.34014273817413804,0.0017103892561627135,0.5276718569430523
0.08374890143756464,0.340037044542218,0.0016820139518273084,0.5273912196426798
0.08444597561621102,0.33993046686108613,0.001653415729165218,0.5271080695353934
0.08514304979485739,0.3398230051007772,0.0016245949404752446,0.526822402123315
0.08584012397350375,0.33971465923031013,0.0015955519407893782,0.526534212856481
0.08653719815215014,0.33960542921768844,0.0015662870878739392,0.5262434971324694
0.0872342723307965,0.33949531502989994,0.0015368007422305603,0.52595025029602
0.08793134650944287,0.3393843166329168,0.0015070932670973418,0.5256544676386508
0.08862842068808925,0.33927243399169554,0.0014771650284498272,0.525356144398266
0.08932549486673562,0.3391596670701773,0.0014470163950022971,0.525055275758762
0.09002256904538199,0.33904601583128735,0.0014166477382086752,0.5247518568496233
0.09071964322402837,0.3389314802369354,0.0013860594322638955,0.5244458827455162
0.09141671740267474,0.3388160602480157,0.0013552518541048676,0.5241373484658732
0.0921137915813211,0.33869975582440665,0.0013242253834118332,0.5238262489744746
0.09281086575996748,0.33858256692497124,0.0012929804026094488,0.5235125791790204
0.09350793993861385,0.3384644935075567,0.0012615172968679965,0.5231963339306989
0.09420501411726022,0.3383455355278259,0.0012298364537935088,0.5228775080206132
0.0949020882959066,0.3382256929393486,0.0011979382634541385,0.5225560961795708
0.09559916247455297,0.33810496570191145,0.001165823120592242,0.5222320930999306
0.09629623665319934,0.33798335377444744,0.00113349142274086,0.5219054934162157
0.09699331083184572,0.3378608571143556,0.0011009435700441135,0.5215762917028206
0.09769038501049208,0.337737475677501,0.0010681799652588614,0.5212444824735348
0.09838745918913845,0.3376132094182148,0.0010352010137563944,0.5209100601810597
0.09908453336778483,0.3374880582892942,0.001002007123524192,0.5205730192165179
0.0997816075464312,0.33736202224200235,0.0009685987051676524,0.5202333539089549
0.10047868172507757,0.33723510122606865,0.0009349761719118394,0.5198910585248337
